league_name,team_long_name_home,team_short_name_home,team_long_name_away,team_short_name_away,home_players_average_rating,home_team_score,home_team_prob_receive_red_cards,home_team_prob_case_win,away_players_average_rating,away_team_score,away_team_prob_receive_red_cards,away_team_prob_case_win,home_avg_bet,draw_avg_bet,away_avg_bet,match_result
Netherlands Eredivisie,SC Heerenveen,HEE,Go Ahead Eagles,GAE,65.55,48.88,0.0,47.61904761904762,63.91,46.25,0.0,16.666666666666668,0.5753837942839843,0.2772379659022026,0.2294751813609281,1
Netherlands Eredivisie,SC Heerenveen,HEE,FC Dordrecht,DOR,67.45,50.0,1.1904761904761905,47.61904761904762,67.45,50.0,12.5,0.0,0.6086055534928843,0.289626197097496,0.176563392124927,1
Netherlands Eredivisie,RKC Waalwijk,RKC,Roda JC Kerkrade,ROD,64.82,43.38,0.0,42.5531914893617,66.82,44.88,0.0,22.388059701492537,0.4613673799568236,0.2907568495848336,0.3280578868160392,1
Netherlands Eredivisie,RKC Waalwijk,RKC,FC Utrecht,UTR,65.0,43.0,0.0,42.5531914893617,68.64,49.88,0.0,23.655913978494624,0.4229745212052325,0.2950716958799609,0.3604912739745805,1
Netherlands Eredivisie,RKC Waalwijk,RKC,N.E.C.,NEC,64.91,43.0,0.0,42.5531914893617,66.2,50.62,0.0,24.13793103448276,0.4683430247347715,0.2878090660368129,0.3246652890197987,1
Netherlands Eredivisie,RKC Waalwijk,RKC,NAC Breda,NAC,65.45,43.38,0.0,42.5531914893617,66.55,49.12,0.0,15.662650602409638,0.5063329041725563,0.291085815650563,0.2814532379104487,1
Netherlands Eredivisie,RKC Waalwijk,RKC,FC Groningen,GRO,64.64,43.0,0.0,42.5531914893617,67.09,49.5,0.0,25.84269662921348,0.4383448020886699,0.2905343327011104,0.3516901422377031,1
Netherlands Eredivisie,RKC Waalwijk,RKC,PSV,PSV,64.91,43.0,0.0,42.5531914893617,74.27,54.38,1.4492753623188406,47.95918367346939,0.2082518005436574,0.3010336809946938,0.5673325786651622,-1
Netherlands Eredivisie,RKC Waalwijk,RKC,SC Heerenveen,HEE,65.45,43.0,0.0,42.5531914893617,67.09,48.88,0.0,30.681818181818183,0.4337744450109635,0.2857782112602444,0.3606148929095819,1
Netherlands Eredivisie,RKC Waalwijk,RKC,Ajax,AJA,65.36,43.0,0.0,42.5531914893617,73.27,49.5,0.0,55.056179775280896,0.2077033276029846,0.2933575712922398,0.5767187126772326,-1
Netherlands Eredivisie,RKC Waalwijk,RKC,Sparta Rotterdam,SPA,65.45,43.0,0.0,42.5531914893617,65.45,43.0,0.0,0.0,0.5927923351750994,0.2950100642487342,0.1901839249297676,1
Netherlands Eredivisie,RKC Waalwijk,RKC,VVV-Venlo,VEN,64.0,44.38,0.0,42.5531914893617,64.09,50.38,0.0,9.75609756097561,0.5526436044957612,0.2909478430236579,0.2384561564208911,1
Netherlands Eredivisie,RKC Waalwijk,RKC,Willem II,WII,65.45,43.0,0.0,42.5531914893617,65.45,43.0,0.0,6.666666666666667,0.5654037098590052,0.291934985591869,0.2214305292742001,1
Netherlands Eredivisie,RKC Waalwijk,RKC,AZ,ALK,64.09,43.38,0.0,42.5531914893617,70.73,55.38,0.0,33.69565217391305,0.3225139505895653,0.2995470092608254,0.4569332624986679,-1
Netherlands Eredivisie,RKC Waalwijk,RKC,ADO Den Haag,HAA,65.9,43.0,0.0,42.5531914893617,67.18,52.88,0.0,22.105263157894736,0.4757058884500166,0.2886020426933949,0.3142355042890452,1
Netherlands Eredivisie,RKC Waalwijk,RKC,Vitesse,VIT,64.0,43.38,0.0,42.5531914893617,71.55,45.88,0.0,32.58426966292135,0.3088947223841916,0.3028003429952771,0.4665654725306071,-1
Netherlands Eredivisie,RKC Waalwijk,RKC,Feyenoord,FEY,65.45,43.38,0.0,42.5531914893617,72.18,46.75,0.0,37.77777777777778,0.3023008465167827,0.2977766607048617,0.4765102760885185,-1
Netherlands Eredivisie,RKC Waalwijk,RKC,FC Twente,TWE,64.18,43.38,0.0,42.5531914893617,71.73,42.5,0.0,37.5,0.2884832838756365,0.3005120657699003,0.4894708476956081,-1
Netherlands Eredivisie,RKC Waalwijk,RKC,Heracles Almelo,HER,64.64,43.38,0.0,42.5531914893617,66.27,44.5,0.0,27.710843373493976,0.447153889823675,0.2872123791498163,0.3471333420713083,1
Netherlands Eredivisie,RKC Waalwijk,RKC,De Graafschap,GRA,65.55,44.38,0.0,42.5531914893617,65.73,45.5,0.0,13.636363636363637,0.5330316149470734,0.2892486082473409,0.2569449711517747,1
Netherlands Eredivisie,RKC Waalwijk,RKC,Excelsior,EXC,65.55,44.38,0.0,42.5531914893617,63.73,41.12,0.0,15.384615384615383,0.5660541207363196,0.282441599613587,0.2326687997945982,1
Netherlands Eredivisie,RKC Waalwijk,RKC,PEC Zwolle,ZWO,65.0,43.0,0.0,42.5531914893617,67.18,54.75,0.0,23.80952380952381,0.4516929783393155,0.2906203985047357,0.3375079878172861,1
Netherlands Eredivisie,RKC Waalwijk,RKC,SC Cambuur,CAM,65.45,43.0,0.0,42.5531914893617,65.45,43.0,6.896551724137931,13.79310344827586,0.5361262138314562,0.2886478325448752,0.2548320718492831,1
Netherlands Eredivisie,RKC Waalwijk,RKC,Go Ahead Eagles,GAE,65.45,43.0,0.0,42.5531914893617,65.45,43.0,0.0,16.666666666666668,0.5243207718848637,0.2873223676065712,0.2683004357908488,1
Netherlands Eredivisie,RKC Waalwijk,RKC,FC Dordrecht,DOR,65.45,43.0,0.0,42.5531914893617,65.45,43.0,12.5,0.0,0.5927923351750994,0.2950100642487342,0.1901839249297676,1
Netherlands Eredivisie,Ajax,AJA,Roda JC Kerkrade,ROD,75.91,48.5,1.7241379310344829,74.46808510638297,66.91,44.88,0.0,22.388059701492537,0.7839307223026967,0.2240099614232047,0.0647915727999259,1
Netherlands Eredivisie,Ajax,AJA,FC Utrecht,UTR,72.45,49.5,1.25,74.46808510638297,67.73,49.88,0.0,23.655913978494624,0.6968389976936396,0.2366670117927582,0.1428076905030728,1
Netherlands Eredivisie,Ajax,AJA,N.E.C.,NEC,73.18,49.5,1.36986301369863,74.46808510638297,66.27,50.62,0.0,24.13793103448276,0.7380063212978407,0.2297894990596176,0.1089661128904108,1
Netherlands Eredivisie,Ajax,AJA,NAC Breda,NAC,73.09,49.12,2.2988505747126435,74.46808510638297,65.36,43.38,2.4390243902439024,15.662650602409638,0.7894173337729511,0.2312489926351544,0.0559970697277665,1
Netherlands Eredivisie,Ajax,AJA,FC Groningen,GRO,71.36,49.12,2.197802197802198,74.46808510638297,67.73,53.62,1.162790697674419,25.84269662921348,0.6672524695993811,0.2390548526028445,0.1715685053073261,1
Netherlands Eredivisie,Ajax,AJA,PSV,PSV,71.55,49.12,2.1739130434782608,74.46808510638297,74.45,45.38,2.1052631578947367,47.95918367346939,0.4448944645566873,0.2484233471916979,0.3811014269732081,1
Netherlands Eredivisie,Ajax,AJA,SC Heerenveen,HEE,71.55,49.12,2.127659574468085,74.46808510638297,67.27,50.0,0.0,30.681818181818183,0.6602103250361318,0.2348505571440534,0.1835545190892605,1
Netherlands Eredivisie,Ajax,AJA,RKC Waalwijk,RKC,71.45,48.5,1.6129032258064515,74.46808510638297,64.0,43.38,0.0,10.416666666666666,0.8073102856073024,0.2346987124668206,0.0371814406653115,1
Netherlands Eredivisie,Ajax,AJA,Sparta Rotterdam,SPA,72.09,49.12,2.127659574468085,74.46808510638297,72.09,49.12,0.0,0.0,0.6995733737307396,0.2617816906942123,0.1088315546321182,1
Netherlands Eredivisie,Ajax,AJA,VVV-Venlo,VEN,71.73,50.75,2.083333333333333,74.46808510638297,64.27,50.38,0.0,9.75609756097561,0.8098888510028087,0.2349409891121114,0.0337136197658258,1
Netherlands Eredivisie,Ajax,AJA,Willem II,WII,71.64,49.12,2.247191011235955,74.46808510638297,66.09,50.25,0.0,6.666666666666667,0.7842936079001483,0.2421070244454672,0.0503098409956109,1
Netherlands Eredivisie,Ajax,AJA,AZ,ALK,72.91,49.12,2.409638554216868,74.46808510638297,70.55,55.88,0.0,33.69565217391305,0.6075986503591531,0.2390635260008753,0.2278347029080538,1
Netherlands Eredivisie,Ajax,AJA,ADO Den Haag,HAA,71.64,49.12,2.2222222222222223,74.46808510638297,68.64,51.12,1.1111111111111112,22.105263157894736,0.66960614975075,0.2426365634434401,0.1640699173962591,1
Netherlands Eredivisie,Ajax,AJA,Vitesse,VIT,71.82,49.5,1.351351351351351,74.46808510638297,70.73,50.75,0.0,32.58426966292135,0.5879435183573356,0.2435127390252269,0.2440593674179421,1
Netherlands Eredivisie,Ajax,AJA,Feyenoord,FEY,73.64,49.12,1.2195121951219512,74.46808510638297,73.45,46.62,0.0,37.77777777777778,0.5463291243717575,0.2436067437400365,0.2816518602926847,1
Netherlands Eredivisie,Ajax,AJA,FC Twente,TWE,73.09,49.12,2.380952380952381,74.46808510638297,70.0,46.38,0.0,37.5,0.6064278634521207,0.2350976655572266,0.2336794116339469,1
Netherlands Eredivisie,Ajax,AJA,Heracles Almelo,HER,73.09,49.5,1.3157894736842106,74.46808510638297,64.55,51.5,0.0,27.710843373493976,0.7562027773706329,0.2232613757788612,0.0993164011773095,1
Netherlands Eredivisie,Ajax,AJA,De Graafschap,GRA,74.55,50.75,2.5,74.46808510638297,65.55,45.5,0.0,13.636363636363637,0.8215185760459484,0.2282042317584559,0.0247894856039495,1
Netherlands Eredivisie,Ajax,AJA,Excelsior,EXC,74.27,49.12,2.3529411764705883,74.46808510638297,65.09,45.5,3.333333333333333,15.384615384615383,0.8182909503687311,0.226890191006861,0.0302705948400862,1
Netherlands Eredivisie,Ajax,AJA,PEC Zwolle,ZWO,73.45,49.5,1.2987012987012987,74.46808510638297,66.91,54.75,0.0,23.80952380952381,0.7315933586241661,0.231019835127633,0.1132319498678292,1
Netherlands Eredivisie,Ajax,AJA,SC Cambuur,CAM,72.09,49.12,2.150537634408602,74.46808510638297,63.45,46.5,7.407407407407407,13.79310344827586,0.8165921508316549,0.2294968372338803,0.0332083902131207,1
Netherlands Eredivisie,Ajax,AJA,Go Ahead Eagles,GAE,71.45,49.5,1.2820512820512822,74.46808510638297,64.0,46.25,0.0,16.666666666666668,0.781633449373464,0.2318158262260095,0.066475132238217,1
Netherlands Eredivisie,Ajax,AJA,FC Dordrecht,DOR,72.09,49.12,2.127659574468085,74.46808510638297,72.09,49.12,12.5,0.0,0.6995733737307396,0.2617816906942123,0.1088315546321182,1
Netherlands Eredivisie,Sparta Rotterdam,SPA,Roda JC Kerkrade,ROD,65.3,38.12,0.0,14.285714285714286,65.3,38.12,0.0,22.388059701492537,0.3993552037914814,0.3134506580181253,0.3628856647849121,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,FC Utrecht,UTR,65.3,38.12,0.0,14.285714285714286,65.3,38.12,2.150537634408602,23.655913978494624,0.3941464859292487,0.3128658452740417,0.3688280859288942,-1
Netherlands Eredivisie,Sparta Rotterdam,SPA,N.E.C.,NEC,65.3,38.12,0.0,14.285714285714286,65.3,38.12,0.0,24.13793103448276,0.3921662182478849,0.3126435092198746,0.3710872953642536,-1
Netherlands Eredivisie,Sparta Rotterdam,SPA,NAC Breda,NAC,65.82,38.12,0.0,14.285714285714286,69.55,36.25,0.0,15.662650602409638,0.3513786353234128,0.3276837637352476,0.3915318140626727,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,FC Groningen,GRO,65.3,38.12,0.0,14.285714285714286,65.3,38.12,1.1235955056179776,25.84269662921348,0.3851625403290076,0.3118571659755774,0.3790775157700364,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,PSV,PSV,65.3,38.12,0.0,14.285714285714286,65.3,38.12,2.0408163265306123,47.95918367346939,0.2943015137845008,0.3016556753843832,0.4827372837941311,-1
Netherlands Eredivisie,Sparta Rotterdam,SPA,SC Heerenveen,HEE,65.3,38.12,0.0,14.285714285714286,65.3,38.12,0.0,30.681818181818183,0.3652820072695086,0.3096250640649187,0.4017584332493646,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,RKC Waalwijk,RKC,65.3,38.12,0.0,14.285714285714286,65.3,38.12,0.0,10.416666666666666,0.4485372035428634,0.318972604300276,0.3067758575432772,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,Ajax,AJA,65.82,38.12,0.0,14.285714285714286,73.91,41.25,0.0,55.056179775280896,0.1018918977899152,0.3225943566345314,0.646953976920424,-1
Netherlands Eredivisie,Sparta Rotterdam,SPA,VVV-Venlo,VEN,65.1,38.12,0.0,14.285714285714286,65.82,50.0,0.0,9.75609756097561,0.4370174673599069,0.3214606720837357,0.3155186155661028,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,Willem II,WII,65.3,38.12,0.0,14.285714285714286,65.3,38.12,0.0,6.666666666666667,0.4639433052831664,0.3207023360447627,0.2891996425995339,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,AZ,ALK,65.7,38.12,0.0,14.285714285714286,73.82,42.5,0.0,33.69565217391305,0.1891882643167145,0.3325510535228101,0.5474141748832144,-1
Netherlands Eredivisie,Sparta Rotterdam,SPA,ADO Den Haag,HAA,65.18,38.12,0.0,14.285714285714286,65.55,37.5,0.0,22.105263157894736,0.3932232361575863,0.3147051059407422,0.3676569270366352,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,Vitesse,VIT,65.45,38.12,0.0,14.285714285714286,68.36,38.75,0.0,32.58426966292135,0.2987879938917692,0.3174610533877677,0.4578071900245886,-1
Netherlands Eredivisie,Sparta Rotterdam,SPA,Feyenoord,FEY,65.3,38.12,0.0,14.285714285714286,65.3,38.12,3.333333333333333,37.77777777777778,0.3361297204747264,0.3063519689793917,0.435017129540219,-1
Netherlands Eredivisie,Sparta Rotterdam,SPA,FC Twente,TWE,65.3,38.12,0.0,14.285714285714286,65.3,38.12,1.0416666666666667,37.5,0.3372709131962303,0.3064800972567611,0.4337151876925342,-1
Netherlands Eredivisie,Sparta Rotterdam,SPA,Heracles Almelo,HER,65.3,38.12,0.0,14.285714285714286,68.64,37.25,0.0,27.710843373493976,0.3103455658499657,0.321016474751474,0.4420587543962592,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,De Graafschap,GRA,65.3,38.12,0.0,14.285714285714286,65.3,38.12,0.0,13.636363636363637,0.4353097424527042,0.3174874810853127,0.3218665471414407,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,Excelsior,EXC,65.3,38.12,0.0,14.285714285714286,65.3,38.12,2.5641025641025643,15.384615384615383,0.4281274106390432,0.3166810793396313,0.3300605867422533,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,PEC Zwolle,ZWO,65.3,38.12,0.0,14.285714285714286,65.3,38.12,4.761904761904762,23.80952380952381,0.3935154116132097,0.3127949909271093,0.3695480537709318,-1
Netherlands Eredivisie,Sparta Rotterdam,SPA,SC Cambuur,CAM,65.3,38.12,0.0,14.285714285714286,65.3,38.12,6.896551724137931,13.79310344827586,0.4346658092556174,0.3174151829977689,0.322601185174617,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,Go Ahead Eagles,GAE,65.3,38.12,0.0,14.285714285714286,65.3,38.12,0.0,16.666666666666668,0.422860367309025,0.3160897180594649,0.3360695491161827,0
Netherlands Eredivisie,Sparta Rotterdam,SPA,FC Dordrecht,DOR,65.3,38.12,0.0,14.285714285714286,65.3,38.12,12.5,0.0,0.4913319305992608,0.3237774147016279,0.2579530382551015,0
Netherlands Eredivisie,VVV-Venlo,VEN,Roda JC Kerkrade,ROD,64.82,50.38,0.0,20.930232558139537,65.36,50.88,0.0,22.388059701492537,0.4129678638218919,0.308368455555775,0.3561082167273455,-1
Netherlands Eredivisie,VVV-Venlo,VEN,FC Utrecht,UTR,64.8,48.5,0.0,20.930232558139537,71.27,52.25,0.0,23.655913978494624,0.2885758218064812,0.3255777576358269,0.4583397696918754,-1
Netherlands Eredivisie,VVV-Venlo,VEN,N.E.C.,NEC,62.73,50.38,0.0,20.930232558139537,66.73,46.75,0.0,24.13793103448276,0.3387345301969131,0.3181843160784875,0.422046248760526,-1
Netherlands Eredivisie,VVV-Venlo,VEN,NAC Breda,NAC,64.64,50.38,0.0,20.930232558139537,65.91,45.75,0.0,15.662650602409638,0.4261392286386402,0.3136816899758214,0.3365725211219799,0
Netherlands Eredivisie,VVV-Venlo,VEN,FC Groningen,GRO,64.73,47.12,0.0,20.930232558139537,67.91,49.12,0.0,25.84269662921348,0.345812901751068,0.3147061839099868,0.4152280496625111,-1
Netherlands Eredivisie,VVV-Venlo,VEN,PSV,PSV,64.09,50.38,0.0,20.930232558139537,74.55,42.38,2.1739130434782608,47.95918367346939,0.1093748851941105,0.3264209952234063,0.6375579881372133,-1
Netherlands Eredivisie,VVV-Venlo,VEN,SC Heerenveen,HEE,64.27,50.38,0.0,20.930232558139537,68.27,52.38,0.0,30.681818181818183,0.3100008300815337,0.3149875850464594,0.4515657492271501,-1
Netherlands Eredivisie,VVV-Venlo,VEN,RKC Waalwijk,RKC,64.55,47.12,0.0,20.930232558139537,66.82,43.38,0.0,10.416666666666666,0.4276969401292209,0.319112184709621,0.3282870524208591,0
Netherlands Eredivisie,VVV-Venlo,VEN,Ajax,AJA,64.91,47.12,0.0,20.930232558139537,74.36,48.5,0.0,55.056179775280896,0.0995369902011282,0.3200221841178109,0.6538108764530026,-1
Netherlands Eredivisie,VVV-Venlo,VEN,Sparta Rotterdam,SPA,64.55,47.12,0.0,20.930232558139537,64.55,47.12,0.0,0.0,0.5161241578649177,0.3171063062930107,0.2426105436953658,0
Netherlands Eredivisie,VVV-Venlo,VEN,Willem II,WII,64.55,47.12,0.0,20.930232558139537,64.55,47.12,0.0,6.666666666666667,0.4887355325488234,0.3140312276361455,0.2738571480397983,0
Netherlands Eredivisie,VVV-Venlo,VEN,AZ,ALK,64.73,47.12,0.0,20.930232558139537,70.91,55.38,0.0,33.69565217391305,0.2532433967910491,0.3200848258437729,0.5007400953254415,-1
Netherlands Eredivisie,VVV-Venlo,VEN,ADO Den Haag,HAA,64.45,50.38,0.0,20.930232558139537,66.82,51.38,0.0,22.105263157894736,0.3777866064808947,0.3140322890191965,0.3847696871047782,-1
Netherlands Eredivisie,VVV-Venlo,VEN,Vitesse,VIT,64.27,50.38,0.0,20.930232558139537,71.64,45.75,0.0,32.58426966292135,0.2344398491009376,0.3242210794610722,0.5151948269985385,-1
Netherlands Eredivisie,VVV-Venlo,VEN,Feyenoord,FEY,64.64,50.38,0.0,20.930232558139537,70.0,45.75,0.0,37.77777777777778,0.2530648959371051,0.3157520677263044,0.506627496862398,-1
Netherlands Eredivisie,VVV-Venlo,VEN,FC Twente,TWE,64.73,47.12,0.0,20.930232558139537,73.51,42.5,0.0,37.5,0.1853477293301507,0.3261308144777733,0.5607823122673787,-1
Netherlands Eredivisie,VVV-Venlo,VEN,Heracles Almelo,HER,65.09,47.12,0.0,20.930232558139537,66.36,44.5,0.0,27.710843373493976,0.3761012778697085,0.3080722223866764,0.3927057705820285,-1
Netherlands Eredivisie,VVV-Venlo,VEN,De Graafschap,GRA,64.36,48.5,0.0,20.930232558139537,64.64,45.0,0.0,13.636363636363637,0.4547014761786494,0.3116784539505345,0.3112119672518705,0
Netherlands Eredivisie,VVV-Venlo,VEN,Excelsior,EXC,64.09,48.5,0.0,20.930232558139537,62.73,49.88,0.0,15.384615384615383,0.4808113722818339,0.3059828124701463,0.2929823443236198,0
Netherlands Eredivisie,VVV-Venlo,VEN,PEC Zwolle,ZWO,64.73,47.12,0.0,20.930232558139537,65.36,48.88,0.0,23.80952380952381,0.4054269409789767,0.3079932350792264,0.3642990686919705,-1
Netherlands Eredivisie,VVV-Venlo,VEN,SC Cambuur,CAM,64.55,47.12,0.0,20.930232558139537,64.55,47.12,6.896551724137931,13.79310344827586,0.4594580365212743,0.3107440745891516,0.3072586906148813,0
Netherlands Eredivisie,VVV-Venlo,VEN,Go Ahead Eagles,GAE,64.55,47.12,0.0,20.930232558139537,64.55,47.12,0.0,16.666666666666668,0.447652594574682,0.3094186096508476,0.320727054556447,0
Netherlands Eredivisie,VVV-Venlo,VEN,FC Dordrecht,DOR,64.55,47.12,0.0,20.930232558139537,64.55,47.12,12.5,0.0,0.5161241578649177,0.3171063062930107,0.2426105436953658,0
Netherlands Eredivisie,Willem II,WII,Roda JC Kerkrade,ROD,62.45,46.88,0.0,32.55813953488372,66.27,44.88,0.0,22.388059701492537,0.3916883504409987,0.3066574379650582,0.3833008131734879,-1
Netherlands Eredivisie,Willem II,WII,FC Utrecht,UTR,66.64,50.25,0.0,32.55813953488372,66.27,51.25,1.1235955056179776,23.655913978494624,0.4656767157438415,0.2930162772807663,0.3180847912023918,1
Netherlands Eredivisie,Willem II,WII,N.E.C.,NEC,63.55,46.88,0.0,32.55813953488372,66.91,47.38,0.0,24.13793103448276,0.3924254138767828,0.3043428025274992,0.38321169707643,-1
Netherlands Eredivisie,Willem II,WII,NAC Breda,NAC,64.9,56.0,0.0,32.55813953488372,68.27,44.38,0.0,15.662650602409638,0.425422026306892,0.3081258390895185,0.3426409356934148,1
Netherlands Eredivisie,Willem II,WII,FC Groningen,GRO,65.3,50.25,0.0,32.55813953488372,68.45,53.62,1.2195121951219512,25.84269662921348,0.3875415517050709,0.3027237979723723,0.3864838664469799,-1
Netherlands Eredivisie,Willem II,WII,PSV,PSV,66.91,50.25,0.0,32.55813953488372,73.73,45.38,2.061855670103093,47.95918367346939,0.2209710913341805,0.3033470312402156,0.548522487005112,-1
Netherlands Eredivisie,Willem II,WII,SC Heerenveen,HEE,63.6,56.0,0.0,32.55813953488372,68.64,56.38,0.0,30.681818181818183,0.3317090909633606,0.3063590786560218,0.4411204213409762,-1
Netherlands Eredivisie,Willem II,WII,RKC Waalwijk,RKC,66.82,36.25,0.0,32.55813953488372,65.0,47.5,0.0,10.416666666666666,0.5489997665645892,0.2947517577041398,0.2323570529012409,1
Netherlands Eredivisie,Willem II,WII,Ajax,AJA,65.7,50.25,0.0,32.55813953488372,73.73,49.12,0.0,55.056179775280896,0.168943789555294,0.3038439069819758,0.6023353769904563,-1
Netherlands Eredivisie,Willem II,WII,Sparta Rotterdam,SPA,66.82,36.25,0.0,32.55813953488372,66.09,38.12,0.0,0.0,0.569882857127402,0.3028268988594912,0.2012304985851693,1
Netherlands Eredivisie,Willem II,WII,VVV-Venlo,VEN,63.91,46.88,0.0,32.55813953488372,64.73,47.12,0.0,9.75609756097561,0.5021380067771783,0.3033141449357761,0.274297796173671,1
Netherlands Eredivisie,Willem II,WII,AZ,ALK,64.9,56.0,0.0,32.55813953488372,70.73,54.5,0.0,33.69565217391305,0.3018852075503491,0.3071886508240856,0.4670998049588361,-1
Netherlands Eredivisie,Willem II,WII,ADO Den Haag,HAA,65.91,50.25,0.0,32.55813953488372,67.55,51.12,1.1363636363636365,22.105263157894736,0.4325180889907638,0.299846655326215,0.3439953733640459,1
Netherlands Eredivisie,Willem II,WII,Vitesse,VIT,66.09,50.25,0.0,32.55813953488372,65.82,55.75,1.2048192771084338,32.58426966292135,0.4276466974189025,0.2892616717517834,0.3619667204559693,-1
Netherlands Eredivisie,Willem II,WII,Feyenoord,FEY,65.6,50.25,0.0,32.55813953488372,71.82,46.62,0.0,37.77777777777778,0.2764340160387033,0.3063948015343637,0.4920409090860221,-1
Netherlands Eredivisie,Willem II,WII,FC Twente,TWE,66.27,50.25,0.0,32.55813953488372,69.64,46.38,0.0,37.5,0.3340624544730562,0.2978944990626986,0.4439678795645108,-1
Netherlands Eredivisie,Willem II,WII,Heracles Almelo,HER,66.0,50.25,0.0,32.55813953488372,66.11,55.62,0.0,27.710843373493976,0.4401373322988468,0.2926601317402851,0.3453616605633593,1
Netherlands Eredivisie,Willem II,WII,De Graafschap,GRA,66.91,50.25,0.0,32.55813953488372,66.91,50.25,0.0,13.636363636363637,0.4990778162282974,0.2987167674528181,0.2769283309856785,1
Netherlands Eredivisie,Willem II,WII,Excelsior,EXC,66.82,50.25,0.0,32.55813953488372,64.91,45.5,2.631578947368421,15.384615384615383,0.5303991913528998,0.2921902054335318,0.2541806226071075,1
Netherlands Eredivisie,Willem II,WII,PEC Zwolle,ZWO,67.09,50.25,0.0,32.55813953488372,65.36,55.88,5.0,23.80952380952381,0.4918444958603433,0.2888129137274237,0.296388498165517,1
Netherlands Eredivisie,Willem II,WII,SC Cambuur,CAM,66.18,50.25,0.0,32.55813953488372,63.09,46.5,7.142857142857143,13.79310344827586,0.5614270630173205,0.2894580438597366,0.2280423991377844,1
Netherlands Eredivisie,Willem II,WII,Go Ahead Eagles,GAE,65.8,50.25,0.0,32.55813953488372,65.7,49.25,0.0,16.666666666666668,0.4899717563037723,0.2971474788381187,0.2903378987336383,1
Netherlands Eredivisie,Willem II,WII,FC Dordrecht,DOR,66.1,50.25,0.0,32.55813953488372,63.64,55.12,16.666666666666668,0.0,0.6055247378738143,0.2977197283373423,0.1736821939904766,1
Netherlands Eredivisie,AZ,ALK,Roda JC Kerkrade,ROD,70.55,55.38,0.0,55.913978494623656,66.36,44.88,0.0,22.388059701492537,0.6269608067147896,0.2579327617923331,0.1912991499327883,1
Netherlands Eredivisie,AZ,ALK,FC Utrecht,UTR,69.09,55.88,0.0,55.913978494623656,66.09,51.25,2.150537634408602,23.655913978494624,0.5995836222580638,0.2610873344197211,0.2176531586948199,1
Netherlands Eredivisie,AZ,ALK,N.E.C.,NEC,71.18,54.0,0.0,55.913978494623656,65.91,50.62,0.0,24.13793103448276,0.6407258242843528,0.2538123501429937,0.1814957421963436,1
Netherlands Eredivisie,AZ,ALK,NAC Breda,NAC,70.09,55.88,0.0,55.913978494623656,66.09,43.38,2.409638554216868,15.662650602409638,0.651323748436505,0.2616582479666132,0.1632058859903089,1
Netherlands Eredivisie,AZ,ALK,FC Groningen,GRO,67.18,54.0,0.0,55.913978494623656,67.36,49.5,0.0,25.84269662921348,0.5289678317858733,0.2698407408688814,0.2809585534846907,1
Netherlands Eredivisie,AZ,ALK,PSV,PSV,69.55,55.88,0.0,55.913978494623656,75.91,45.38,2.3529411764705883,47.95918367346939,0.311027565324554,0.27790675054322,0.4831789482509109,-1
Netherlands Eredivisie,AZ,ALK,SC Heerenveen,HEE,69.18,55.88,0.0,55.913978494623656,67.09,50.0,0.0,30.681818181818183,0.5523178554615139,0.2605664100401668,0.2652901485156793,1
Netherlands Eredivisie,AZ,ALK,RKC Waalwijk,RKC,70.91,54.0,0.0,55.913978494623656,64.73,43.0,0.0,10.416666666666666,0.7157142717711151,0.2574424270028349,0.1026122688459703,1
Netherlands Eredivisie,AZ,ALK,Ajax,AJA,68.45,55.88,0.0,55.913978494623656,71.64,49.12,0.0,55.056179775280896,0.3469167515291051,0.2652495624945963,0.4657998164226528,-1
Netherlands Eredivisie,AZ,ALK,Sparta Rotterdam,SPA,69.09,55.88,0.0,55.913978494623656,69.09,55.88,0.0,0.0,0.6364618105237152,0.2809998141794159,0.1554834274580108,1
Netherlands Eredivisie,AZ,ALK,VVV-Venlo,VEN,70.73,51.62,0.0,55.913978494623656,64.27,50.38,0.0,9.75609756097561,0.724272935050171,0.2569278759412574,0.0951049650596911,1
Netherlands Eredivisie,AZ,ALK,Willem II,WII,68.0,55.88,0.0,55.913978494623656,66.27,50.25,0.0,6.666666666666667,0.6451594237337028,0.2728603999189192,0.1594584193147897,1
Netherlands Eredivisie,AZ,ALK,ADO Den Haag,HAA,69.18,55.88,0.0,55.913978494623656,68.09,51.12,1.0638297872340423,22.105263157894736,0.5674504444680262,0.2675227506797276,0.2413270207740552,1
Netherlands Eredivisie,AZ,ALK,Vitesse,VIT,67.0,54.0,0.0,55.913978494623656,68.73,50.75,0.0,32.58426966292135,0.470328894019398,0.271402419713698,0.3378552637346291,1
